hdf5_path,demo_id,environment,onset_idx,peak_idx,post_idx,action,grip_type,object_name,object_category,grip_type_grouped
/Users/cassandrahe/Documents/6.S985/opentouch/data/eat_mcdonalds.hdf5,demo_43,eat_mcdonalds,31,39,45,removing,Tip Pinch,plastic drink cup lid,drinkware,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_099,office_ml_p2,37,52,53,removing,Prismatic 2 Finger,green-and-white paperback book,book,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p5.hdf5,demo_038,hardware_homedepot_p5,25,94,101,pulling,Fixed Hook,kitchen drawer handle,handle,Fixed Hook
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_305,office_ml_p1,31,46,55,pressing,Palmar,computer mouse,mouse,Palmar
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_bedroom.hdf5,demo_026,home_bedroom,27,58,70,pulling,Small Diameter,orange chair backrest,chair,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_238,office_ml_p2,32,43,51,pressing,Palmar,open book,book,Palmar
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_267,office_ml_p1,34,45,47,picking up,Prismatic 2 Finger,USB flash drive,electronics,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_tj.hdf5,demo_32,grocery_tj,12,13,103,picking up,Tip Pinch,bag of oranges,fruit,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_kitchen_p1.hdf5,demo_160,home_kitchen_p1,25,42,50,pulling,Small Diameter,refrigerator door handle,handle,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_kitchen_p3.hdf5,demo_05,home_kitchen_p3,33,52,55,tightening,Tip Pinch,zip tie on wire shelf post,fastener,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_target_p1.hdf5,demo_000,grocery_target_p1,62,105,106,pointing,Index Finger Extension,pizza cutter (packaged),utensil,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_kitchen_p2.hdf5,demo_14,home_kitchen_p2,77,107,111,grasping,Small Diameter,kitchen tongs,utensil,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p2.hdf5,demo_054,hardware_homedepot_p2,51,62,67,picking up,Prismatic 2 Finger,tool bag handle,bag,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p1.hdf5,demo_26,hardware_homedepot_p1,49,65,71,pulling,Fixed Hook,expandable barrier ring handle,handle,Fixed Hook
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p4.hdf5,demo_46,hardware_homedepot_p4,27,51,54,sliding,Parallel Extension,brown paper bag,bag,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_csail_p2.hdf5,demo_038,office_csail_p2,27,61,69,pressing,Extension Type,mechanical keyboard,keyboard,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/fablab_ml_p2.hdf5,demo_92,fablab_ml_p2,65,92,106,placing,Prismatic 4 Finger,perforated lattice block (brick-like),construction material,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_tj.hdf5,demo_61,grocery_tj,100,165,175,placing,Small Diameter,spice grinder bottle,bottle,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_bedroom.hdf5,demo_089,home_bedroom,25,96,104,placing,Small Diameter,soda can,can,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p1.hdf5,demo_23,hardware_homedepot_p1,52,67,78,picking up,Prismatic 2 Finger,foam insulation piece,construction material,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_target_p1.hdf5,demo_057,grocery_target_p1,63,84,86,pushing,Index Finger Extension,small wicker basket,container,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_bedroom.hdf5,demo_085,home_bedroom,22,87,90,picking up,Light Tool,litter picker grabber handle,hand tool,Light Tool
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_084,office_ml_p1,27,37,41,picking up,Tip Pinch,wrapped candy,snack,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_kitchen_p1.hdf5,demo_037,home_kitchen_p1,48,87,93,pulling,Tip Pinch,storage cart drawer knob,handle,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p5.hdf5,demo_142,hardware_homedepot_p5,50,82,90,adjusting,Tip Pinch,crystal cube pendant light,light,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_kitchen_p2.hdf5,demo_39,home_kitchen_p2,5,13,175,holding,Prismatic 2 Finger,ceramic mug,mug,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p3.hdf5,demo_065,hardware_homedepot_p3,30,35,39,inspecting,Prismatic 3 Finger,door pull handle sample,handle,Prismatic 3 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p3.hdf5,demo_038,hardware_homedepot_p3,22,38,43,turning,Sphere 3 Finger,brass door knob on display,knob,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p4.hdf5,demo_33,hardware_homedepot_p4,30,58,61,grasping,Medium Wrap,battery chainsaw handle,power tool,Medium Wrap
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_074,office_ml_p1,9,14,80,picking up,Precision Sphere,small cartoon toy ball,toy,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p5.hdf5,demo_123,hardware_homedepot_p5,34,126,140,turning,Precision Disk,stove burner knob,knob,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_kitchen_p2.hdf5,demo_24,home_kitchen_p2,46,229,243,stirring,Tripod,metal teaspoon,cutlery,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/fablab_ml_p1.hdf5,demo_36,fablab_ml_p1,24,95,108,picking up,Small Diameter,yellow-handled screwdriver,hand tool,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_kitchen_p3.hdf5,demo_02,home_kitchen_p3,6,13,48,twisting,Small Diameter,flashlight,light,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_068,office_ml_p1,23,57,59,pressing,Index Finger Extension,compact wireless keyboard (round-key style),keyboard,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_csail_p2.hdf5,demo_028,office_csail_p2,29,54,62,pressing,Index Finger Extension,numeric keypad,keyboard,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_142,office_ml_p1,21,47,53,placing,Tip Pinch,pink board-game pawn,game piece,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p5.hdf5,demo_011,hardware_homedepot_p5,34,53,58,holding,Small Diameter,toilet plunger,cleaning item,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_kitchen_p1.hdf5,demo_107,home_kitchen_p1,6,14,39,pulling,Prismatic 2 Finger,countertop appliance door handle,appliance,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p2.hdf5,demo_009,hardware_homedepot_p2,12,14,66,picking up,Prismatic 3 Finger,light switch wall plate (packaged),hardware,Prismatic 3 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_293,office_ml_p1,5,31,38,holding,Prismatic 2 Finger,power plug adapter,plug,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_243,office_ml_p2,25,44,47,picking up,Prismatic 2 Finger,blue pen,pen,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_156,office_ml_p1,10,14,58,picking up,Tip Pinch,small multicolored toy block,toy,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_252,office_ml_p1,5,14,31,picking up,Prismatic 3 Finger,power adapter (charger brick),charger,Prismatic 3 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_tj.hdf5,demo_35,grocery_tj,80,119,132,picking up,Precision Sphere,lemon,fruit,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_kitchen_p2.hdf5,demo_25,home_kitchen_p2,5,14,71,stirring,Light Tool,teaspoon,cutlery,Light Tool
/Users/cassandrahe/Documents/6.S985/opentouch/data/fablab_ml_p2.hdf5,demo_87,fablab_ml_p2,31,322,324,moving,Small Diameter,office chair,chair,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_csail_p1.hdf5,demo_113,office_csail_p1,5,12,54,holding,Medium Wrap,aerosol spray can,can,Medium Wrap
/Users/cassandrahe/Documents/6.S985/opentouch/data/fablab_ml_p1.hdf5,demo_28,fablab_ml_p1,86,102,110,placing,Medium Wrap,brass mallet,hammer,Medium Wrap
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_259,office_ml_p2,9,70,80,placing,Palmar,hardcover book,book,Palmar
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_target_p1.hdf5,demo_001,grocery_target_p1,50,59,63,removing,Prismatic 2 Finger,kitchen tongs,utensil,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/eat_ygf_p1.hdf5,demo_00,eat_ygf_p1,5,15,26,picking up,Small Diameter,plastic tumbler with lid,cup,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_target_p1.hdf5,demo_091,grocery_target_p1,55,83,83,inspecting,Tip Pinch,napkin holder,container,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p3.hdf5,demo_082,hardware_homedepot_p3,88,109,115,pulling,Small Diameter,display door pull handle,handle,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_csail_p1.hdf5,demo_020,office_csail_p1,12,22,54,picking up,Medium Wrap,plastic tumbler with straw,cup,Medium Wrap
/Users/cassandrahe/Documents/6.S985/opentouch/data/fablab_ml_p2.hdf5,demo_76,fablab_ml_p2,58,105,106,switching on,Index Finger Extension,power strip rocker switch,switch,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_plant.hdf5,demo_36,grocery_plant,45,113,119,picking up,Tip Pinch,teal star ornament pick,unknown object,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_240,office_ml_p2,28,38,48,pressing,Index Finger Extension,monitor power button,button,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_016,office_ml_p2,6,10,22,moving,Palmar,chair seat,chair,Palmar
/Users/cassandrahe/Documents/6.S985/opentouch/data/fablab_ml_p2.hdf5,demo_49,fablab_ml_p2,40,165,174,picking up,Small Diameter,spray paint can,can,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p2.hdf5,demo_006,hardware_homedepot_p2,58,164,178,holding,Small Diameter,yellow step ladder handrail,handle,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_csail_p2.hdf5,demo_057,office_csail_p2,6,12,32,pushing,Palmar,side table,table,Palmar
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_plant.hdf5,demo_63,grocery_plant,103,113,127,placing,Tip Pinch,straw wreath,rope,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_032,office_ml_p2,32,99,111,placing,Power Sphere,tennis ball,ball,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_tj.hdf5,demo_45,grocery_tj,28,64,69,touching,Index Finger Extension,sliced deli meat package,packaged food,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_plant.hdf5,demo_24,grocery_plant,95,377,383,pointing,Index Finger Extension,product price tag on driftwood,paper,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/fablab_ml_p2.hdf5,demo_14,fablab_ml_p2,9,13,31,picking up,Prismatic 3 Finger,3D-printed lattice cube,component,Prismatic 3 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_tj.hdf5,demo_54,grocery_tj,166,197,211,picking up,Precision Sphere,yellow squash,vegetable,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_bedroom.hdf5,demo_122,home_bedroom,20,39,46,adjusting,Tip Pinch,belt on jeans waistband,belt,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/fablab_ml_p2.hdf5,demo_39,fablab_ml_p2,47,88,95,sliding,Small Diameter,tool chest drawer handle,handle,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/fablab_ml_p1.hdf5,demo_35,fablab_ml_p1,82,307,321,adjusting,Index Finger Extension,screwdriver in wall rack,hand tool,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p5.hdf5,demo_146,hardware_homedepot_p5,60,100,105,placing,Precision Sphere,frosted glass light shade,light,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_tj.hdf5,demo_28,grocery_tj,30,76,83,picking up,Sphere 3 Finger,persimmon,fruit,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_077,office_ml_p1,34,40,54,picking up,Prismatic 2 Finger,round mint container,packaged food,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/eat_mcdonalds.hdf5,demo_32,eat_mcdonalds,35,66,71,adjusting,Tip Pinch,plastic straw in soda cup,utensil,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_256,office_ml_p1,25,53,53,sliding,Tip Pinch,printed document,paper,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_317,office_ml_p1,8,13,43,pushing,Palmar,office chair backrest,chair,Palmar
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p3.hdf5,demo_027,hardware_homedepot_p3,33,48,51,pressing,Index Finger Extension,display door knob,knob,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p1.hdf5,demo_20,hardware_homedepot_p1,34,54,59,picking up,Prismatic 2 Finger,triangular foam gutter insert,construction material,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_csail_p1.hdf5,demo_047,office_csail_p1,35,55,60,turning,Prismatic 2 Finger,espresso machine steam/control knob,knob,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p3.hdf5,demo_103,hardware_homedepot_p3,6,11,87,picking up,Small Diameter,pick mattock,hand tool,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p1.hdf5,demo_11,hardware_homedepot_p1,5,12,31,picking up,Prismatic 4 Finger,folding step stool,tool,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/fablab_ml_p1.hdf5,demo_06,fablab_ml_p1,5,9,45,picking up,Prismatic 2 Finger,center punch,hand tool,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/eat_mcdonalds.hdf5,demo_49,eat_mcdonalds,24,52,53,grasping,Tip Pinch,wrapped burger,food,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_bedroom.hdf5,demo_131,home_bedroom,8,10,24,picking up,Prismatic 3 Finger,beige shorts (garment) from a laundry pile,clothing item,Prismatic 3 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_csail_p1.hdf5,demo_091,office_csail_p1,5,13,88,inspecting,Small Diameter,flashlight,light,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_tj.hdf5,demo_48,grocery_tj,9,14,41,picking up,Tip Pinch,packaged salami stick,meat,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_282,office_ml_p1,26,42,44,placing,Power Disk,small round tin,container,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_209,office_ml_p2,23,59,66,pulling,Medium Wrap,glass door pull handle,handle,Medium Wrap
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p3.hdf5,demo_117,hardware_homedepot_p3,26,33,41,grasping,Small Diameter,hatchet,hand tool,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_kitchen_p2.hdf5,demo_06,home_kitchen_p2,29,54,56,pressing,Index Finger Extension,sink soap dispenser pump,cleaning item,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/fablab_ml_p2.hdf5,demo_26,fablab_ml_p2,67,98,106,placing,Prismatic 3 Finger,metal mallet with cylindrical head,hammer,Prismatic 3 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_081,office_ml_p2,56,155,162,pushing,Parallel Extension,large-leaf potted plant,plant,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_186,office_ml_p1,46,73,79,pressing,Index Finger Extension,large pushbutton switch,button,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_csail_p2.hdf5,demo_061,office_csail_p2,63,104,105,writing,Writing Tripod,dry-erase marker,marker,Writing Tripod
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_209,office_ml_p1,9,13,41,picking up,Prismatic 3 Finger,pack of sticky page flags,paper,Prismatic 3 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_296,office_ml_p1,46,55,64,holding,Prismatic 2 Finger,USB power adapter,charger,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p4.hdf5,demo_59,hardware_homedepot_p4,5,9,24,turning,Prismatic 2 Finger,grill control knob,knob,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_bedroom.hdf5,demo_082,home_bedroom,48,64,65,picking up,Tip Pinch,clear plastic bag,bag,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_171,office_ml_p2,187,318,322,pulling,Tip Pinch,window blind pull cord,rope,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/eat_mcdonalds.hdf5,demo_08,eat_mcdonalds,5,11,21,grasping,Tip Pinch,McDonald's paper takeout bag,bag,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_113,office_ml_p2,22,43,44,turning,Lateral,file cabinet key,key,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p5.hdf5,demo_111,hardware_homedepot_p5,5,12,37,turning,Small Diameter,stove control knob,knob,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/fablab_ml_p3.hdf5,demo_17,fablab_ml_p3,47,81,94,placing,Palmar,tape measure,measuring tool,Palmar
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_kitchen_p2.hdf5,demo_31,home_kitchen_p2,31,50,52,placing,Writing Tripod,metal spoon,cutlery,Writing Tripod
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_csail_p2.hdf5,demo_111,office_csail_p2,28,40,42,turning,Medium Wrap,balcony door lever handle,handle,Medium Wrap
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_kitchen_p1.hdf5,demo_090,home_kitchen_p1,10,13,23,holding,Small Diameter,handheld milk frother,appliance,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_kitchen_p2.hdf5,demo_17,home_kitchen_p2,26,40,54,twisting,Prismatic 3 Finger,metal jar lid,container,Prismatic 3 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_kitchen_p1.hdf5,demo_047,home_kitchen_p1,18,77,134,placing,Power Sphere,white ceramic bowl,bowl,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_013,office_ml_p1,32,83,93,pressing,Palmar,Leitz cable management box lid,box,Palmar
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_tj.hdf5,demo_46,grocery_tj,7,13,97,picking up,Prismatic 2 Finger,Oven roasted turkey breast deli meat package,meat,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p3.hdf5,demo_025,hardware_homedepot_p3,20,34,46,flipping,Index Finger Extension,sliding door lock lever,switch,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_217,office_ml_p2,39,67,77,pressing,Small Diameter,TV remote control,remote,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p5.hdf5,demo_114,hardware_homedepot_p5,21,36,41,turning,Tip Pinch,stove control knob,knob,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_107,office_ml_p1,30,46,52,placing,Prismatic 2 Finger,roll of black electrical tape,tape,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_csail_p1.hdf5,demo_115,office_csail_p1,8,11,94,picking up,Prismatic 3 Finger,smartphone with ring stand,phone,Prismatic 3 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p5.hdf5,demo_045,hardware_homedepot_p5,29,91,92,pulling,Fixed Hook,oven door handle,handle,Fixed Hook
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_target_p2.hdf5,demo_79,grocery_target_p2,19,54,63,inspecting,Tip Pinch,insulated water bottle cap,bottle,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/fablab_ml_p1.hdf5,demo_43,fablab_ml_p1,30,172,183,placing,Small Diameter,blue-handled screwdriver,screwdriver,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_bedroom.hdf5,demo_095,home_bedroom,9,10,23,pulling,Tip Pinch,teal duvet blanket,fabric,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_csail_p2.hdf5,demo_097,office_csail_p2,7,13,42,spraying,Small Diameter,compressed air duster can,can,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/fablab_ml_p1.hdf5,demo_69,fablab_ml_p1,66,119,124,placing,Small Diameter,brass mallet,hammer,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_tj.hdf5,demo_01,grocery_tj,99,149,150,placing,Small Diameter,organic lemonade bottle,bottle,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p2.hdf5,demo_014,hardware_homedepot_p2,80,99,101,picking up,Prismatic 2 Finger,green metal garden fence post,construction material,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_csail_p1.hdf5,demo_017,office_csail_p1,46,75,75,pushing,Palmar,cabinet door,cabinet,Palmar
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_210,office_ml_p2,20,31,43,pushing,Palmar,glass door pull handle,handle,Palmar
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_csail_p1.hdf5,demo_049,office_csail_p1,38,55,65,pulling,Fixed Hook,mini fridge door handle,handle,Fixed Hook
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_csail_p1.hdf5,demo_023,office_csail_p1,63,90,96,tapping,Index Finger Extension,small flower-shaped desk item,unknown object,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_094,office_ml_p1,406,567,574,placing,Prismatic 2 Finger,multi-colored modeling clay pack,package,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p3.hdf5,demo_123,hardware_homedepot_p3,58,103,115,holding,Small Diameter,claw hammer,hammer,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_target_p1.hdf5,demo_096,grocery_target_p1,26,93,96,touching,Tip Pinch,amber stemmed glass goblet,glass,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_target_p1.hdf5,demo_029,grocery_target_p1,41,69,73,pressing,Power Disk,salad spinner pump knob,knob,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/eat_mcdonalds.hdf5,demo_40,eat_mcdonalds,8,13,117,holding,Small Diameter,soft-serve ice cream cone,food,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_target_p1.hdf5,demo_103,grocery_target_p1,47,66,74,touching,Prismatic 2 Finger,small wooden cutting board with handle,utensil,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p5.hdf5,demo_105,hardware_homedepot_p5,5,10,56,pulling,Small Diameter,microwave oven door handle,handle,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p1.hdf5,demo_21,hardware_homedepot_p1,7,10,37,picking up,Prismatic 2 Finger,gutter foam insert,construction material,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_kitchen_p2.hdf5,demo_13,home_kitchen_p2,34,61,62,pulling,Fixed Hook,kitchen drawer handle,handle,Fixed Hook
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_133,office_ml_p1,18,73,83,pressing,Palmar,computer mouse,mouse,Palmar
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_219,office_ml_p1,187,241,248,wiping,Ventral,whiteboard surface,unknown object,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_160,office_ml_p1,44,65,76,placing,Tip Pinch,plastic fidget cube block,toy,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_bedroom.hdf5,demo_041,home_bedroom,49,124,128,typing,Index Finger Extension,computer keyboard,keyboard,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_target_p1.hdf5,demo_008,grocery_target_p1,38,104,115,touching,Tip Pinch,"can opener (OXO, packaged on pegboard)",hand tool,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/fablab_ml_p3.hdf5,demo_05,fablab_ml_p3,95,140,140,adjusting,Tip Pinch,combination square,measuring tool,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p1.hdf5,demo_18,hardware_homedepot_p1,5,111,120,pushing,Medium Wrap,shopping cart handle,handle,Medium Wrap
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_csail_p1.hdf5,demo_050,office_csail_p1,9,12,24,removing,Small Diameter,soda can,can,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_218,office_ml_p1,113,145,145,writing,Writing Tripod,dry-erase marker,marker,Writing Tripod
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p4.hdf5,demo_23,hardware_homedepot_p4,104,178,192,placing,Small Diameter,sledgehammer,hammer,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_csail_p2.hdf5,demo_108,office_csail_p2,28,35,42,grasping,Tip Pinch,potted plant stem,plant,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p3.hdf5,demo_119,hardware_homedepot_p3,124,188,191,dropping,Medium Wrap,hatchet (small axe),hand tool,Medium Wrap
